,CMPD_CHEMBLID,exp,smiles,mol,molwt
952,CHEMBL2030443,1.0,CS(=O)(=O)Cc1cc(nc(n1)c2cccc(CO)c2)N3CCOCC3,<rdkit.Chem.rdchem.Mol object at 0x00000247EA8093F0>,363.4390000000002
953,CHEMBL213495,0.52,Cc1ccc2c(c1)c(c(C)n2CC(=O)O)c3ccnc4c(cccc34)C#N,<rdkit.Chem.rdchem.Mol object at 0x00000247EA809460>,355.3970000000001
954,CHEMBL1483,3.24,CCCSc1ccc2nc(NC(=O)OC)[nH]c2c1,<rdkit.Chem.rdchem.Mol object at 0x00000247EA8094D0>,265.33799999999997
955,CHEMBL565755,2.4,CCOc1ccc2nc(N)sc2c1,<rdkit.Chem.rdchem.Mol object at 0x00000247EA809540>,194.259
956,CHEMBL1644358,2.78,N(c1ccccc1)c2ccnc3ccccc23,<rdkit.Chem.rdchem.Mol object at 0x00000247EA8095B0>,220.275
957,CHEMBL284237,1.6,C[C@]12N[C@H](Cc3ccccc13)c4ccccc24,<rdkit.Chem.rdchem.Mol object at 0x00000247EA809620>,221.303
958,CHEMBL79537,1.93,COc1cc(ccc1Cn2ccc3ccc(cc23)C(=O)NCC4CCCC4)C(=O)NS(=O)(=O)c5ccccc5,<rdkit.Chem.rdchem.Mol object at 0x00000247EA809690>,545.6610000000004
959,CHEMBL274642,2.55,NC1=NN(CC1)c2cccc(c2)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x00000247EA809700>,229.20499999999996
960,CHEMBL1807872,-0.03,O[C@@H](CNCCCOCCNCCc1cccc(Cl)c1)c2ccc(O)c3NC(=O)Sc23,<rdkit.Chem.rdchem.Mol object at 0x00000247EA809770>,466.00300000000016
961,CHEMBL2036737,2.96,CC(C)(C(=O)Nc1oc(nn1)C(=O)Nc2ccc(cc2)N3CCOCC3)c4ccc(Cl)cc4,<rdkit.Chem.rdchem.Mol object at 0x00000247EA8097E0>,469.9290000000003
962,CHEMBL1347379,3.79,Cc1ccc(cc1)C(=O)N2CCC(CC2)C(=O)c3ccc(Cl)cc3,<rdkit.Chem.rdchem.Mol object at 0x00000247EA809850>,341.83799999999997
963,CHEMBL72683,2.5,c1ccc(nc1)c2nc3ccccc3[nH]2,<rdkit.Chem.rdchem.Mol object at 0x00000247EA8098C0>,195.22500000000002
964,CHEMBL1946017,3.65,CCN(CC)C(=O)c1ccc(cc1)C(=C2CCN(Cc3ccc(F)cc3)CC2)c4cccnc4,<rdkit.Chem.rdchem.Mol object at 0x00000247EA809930>,457.5930000000002
965,CHEMBL1083642,1.38,OC(=O)CO[C@H]1[C@@H](Cc2ccccc12)NC(=O)c3cc4sc(Cl)c(Cl)c4[nH]3,<rdkit.Chem.rdchem.Mol object at 0x00000247EA8099A0>,425.2930000000002
966,CHEMBL2088259,3.5,COc1cc(CCc2cc(Nc3ccnc(NCc4ccccn4)n3)n[nH]2)cc(OC)c1,<rdkit.Chem.rdchem.Mol object at 0x00000247EA809A10>,431.5000000000001
967,CHEMBL202314,-0.04,[O-][N+](=O)c1cc(ccc1NCCSc2ccccc2)S(=O)(=O)NC(=O)c3ccc(cc3)N4CCNCC4,<rdkit.Chem.rdchem.Mol object at 0x00000247EA809A80>,541.6550000000001
968,CHEMBL2152074,1.54,Nc1cc(nc2ccc(Nc3cc(nc(N)n3)c4ccc(cc4)C(F)(F)F)cc12)c5ccc(F)cc5,<rdkit.Chem.rdchem.Mol object at 0x00000247EA809AF0>,490.4640000000001
969,CHEMBL499520,3.19,Fc1cnc(NC(=O)[C@H](CC2CCOCC2)c3ccc(cc3)S(=O)(=O)C4CC4)s1,<rdkit.Chem.rdchem.Mol object at 0x00000247EA809B60>,438.5460000000001
970,CHEMBL1229059,1.28,NC(=N)SCc1ccc(Cl)c(Cl)c1,<rdkit.Chem.rdchem.Mol object at 0x00000247EA809BD0>,235.13899999999998
971,CHEMBL1444,1.7,N#Cc1ccc(cc1)C(c2ccc(cc2)C#N)n3cncn3,<rdkit.Chem.rdchem.Mol object at 0x00000247EA809C40>,285.31
972,CHEMBL218713,3.6,Cc1ccc(COC(=O)N2CCC(CNc3ncccn3)CC2)cc1,<rdkit.Chem.rdchem.Mol object at 0x00000247EA809CB0>,340.4270000000001
973,CHEMBL205627,1.5,COC[C@H](C)Oc1cc(O[C@@H](C)Cc2ccccc2)cc(c1)C(=O)Nc3ccc(cn3)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x00000247EA809D20>,464.5180000000002
974,CHEMBL1871428,0.82,Oc1ncc(NCc2ccccc2)c(O)n1,<rdkit.Chem.rdchem.Mol object at 0x00000247EA809D90>,217.22800000000004
975,CHEMBL1340633,1.8,COc1cc(ccc1Nc2ccccc2C(=O)O)c3ccc(Nc4ccccc4C(=O)O)c(OC)c3,<rdkit.Chem.rdchem.Mol object at 0x00000247EA809E00>,484.5080000000002
976,CHEMBL8953,3.38,COc1cc(cc(OC)c1OC)C(=O)c2cc(Cl)ccc2N,<rdkit.Chem.rdchem.Mol object at 0x00000247EA809E70>,321.76000000000005
977,CHEMBL257176,1.58,Nc1ccccc1NC(=O)c2ccc(cc2)c3ncccc3C#N,<rdkit.Chem.rdchem.Mol object at 0x00000247EA809EE0>,314.34800000000007
978,CHEMBL95925,2.88,CN(C)CC1CCn2c(C1)c(C3=C(C(=O)NC3=O)c4cn(C)c5ccccc45)c6ccccc26,<rdkit.Chem.rdchem.Mol object at 0x00000247EA809F50>,452.55800000000016
979,CHEMBL1070,3.06,COc1ccc2cc(CCC(=O)C)ccc2c1,<rdkit.Chem.rdchem.Mol object at 0x00000247EA809FC0>,228.29099999999997
980,CHEMBL2169908,2.67,C[C@@H]1CN(CCN1C(=O)[C@@H]2CCCC[C@H]2C(=O)NC3(CC3)C#N)c4ccc5c(C)noc5c4,<rdkit.Chem.rdchem.Mol object at 0x00000247EA80A030>,449.55500000000023
981,CHEMBL1950721,1.49,CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N[C@H]2CCN(Cc3ccccc3)C2,<rdkit.Chem.rdchem.Mol object at 0x00000247EA80A0A0>,400.5670000000001
982,CHEMBL333685,1.5,Oc1ccc(NC(=O)c2ccc(O)cc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x00000247EA80A110>,229.23500000000004
983,CHEMBL33227,3.58,COC(=O)[C@H](Cc1ccc(cc1)[N+](=O)[O-])NC(=O)c2cccc3ccccc23,<rdkit.Chem.rdchem.Mol object at 0x00000247EA80A180>,378.38400000000007
984,CHEMBL1706173,2.87,COc1cc(ccc1Nc2ncc3N(C)C(=O)CCN(C4CCCCC4)c3n2)C(=O)NC5CCN(C)CC5,<rdkit.Chem.rdchem.Mol object at 0x00000247EA80A1F0>,521.6660000000004
985,CHEMBL488084,2.39,CC(C)n1c(C)ncc1c2ccnc(Nc3ccc(cc3)C(=O)N)n2,<rdkit.Chem.rdchem.Mol object at 0x00000247EA80A260>,336.3990000000001
986,CHEMBL1535688,-0.84,Cc1ccc(OCC(=O)O)c(c1)n2nc3ccccc3n2,<rdkit.Chem.rdchem.Mol object at 0x00000247EA80A2D0>,283.28700000000003
987,CHEMBL1231206,3.6,C[C@@H]1CNc2c(sc3ccc4nc(ccc4c23)c5ccc(C)nc5)C(=O)N1,<rdkit.Chem.rdchem.Mol object at 0x00000247EA80A340>,374.4690000000001
988,CHEMBL1718949,3.7,CC1=C(Cc2ccccc2)C(=O)n3nc(NCc4ccc(Cl)cc4)nc3N1,<rdkit.Chem.rdchem.Mol object at 0x00000247EA80A3B0>,379.851
989,CHEMBL1824043,0.9,Fc1ccc2OCC(=O)N(CCN3CCC(CC3)NCc4ccc5OCC(=O)Nc5n4)c2c1,<rdkit.Chem.rdchem.Mol object at 0x00000247EA80A420>,455.4900000000002
990,CHEMBL38688,3.2,N(c1ccccc1)c2ccccc2,<rdkit.Chem.rdchem.Mol object at 0x00000247EA80A490>,169.227
991,CHEMBL1770475,4.24,CSCCC(NC(=O)c1ccccc1)c2nc3ccccc3n2Cc4ccc(cc4)C#N,<rdkit.Chem.rdchem.Mol object at 0x00000247EA80A500>,440.5720000000002
992,CHEMBL2086684,3.33,C[C@@H]1CN(CCN1c2ncc(OCc3ccncc3C#N)cn2)C(=O)OC(C)(C)C,<rdkit.Chem.rdchem.Mol object at 0x00000247EA80A570>,410.47800000000024
993,CHEMBL122617,2.5,Oc1cccc2ccccc12,<rdkit.Chem.rdchem.Mol object at 0x00000247EA80A5E0>,144.17299999999997
994,CHEMBL1513816,3.14,CCN1CCN(CC1)C(=O)c2cc3cc(Cl)ccc3[nH]2,<rdkit.Chem.rdchem.Mol object at 0x00000247EA80A650>,291.78200000000004
995,CHEMBL2326624,1.61,COc1cccc2c1c(NS(=O)(=O)c3ccc(Cl)s3)nn2Cc4cccc(CNC(=O)[C@@H]5COCCN5)c4,<rdkit.Chem.rdchem.Mol object at 0x00000247EA80A6C0>,576.1
996,CHEMBL340450,1.66,COc1ccc2c(c1)cc(C(=O)O)n2Cc3ccc(Cl)c(Cl)c3,<rdkit.Chem.rdchem.Mol object at 0x00000247EA80A730>,350.201
997,CHEMBL1223873,1.61,NC(=O)c1cccc(O[C@H]2C[C@H]3CC[C@@H](C2)N3Cc4ccccc4)c1,<rdkit.Chem.rdchem.Mol object at 0x00000247EA80A7A0>,336.43499999999995
998,CHEMBL1242565,1.66,C[C@H](N)C(=O)N[C@@H](CCc1ccccc1)\C=C\S(=O)(=O)c2ccccc2,<rdkit.Chem.rdchem.Mol object at 0x00000247EA80A810>,372.4900000000001
999,CHEMBL2031168,0.07,CN1CCNc2nc(CCOc3ccc(C[C@H](NC(=O)c4c(Cl)cccc4Cl)C(=O)O)cc3)ccc12,<rdkit.Chem.rdchem.Mol object at 0x00000247EA80A880>,529.4240000000002
1000,CHEMBL1405928,3.22,C(Sc1nc2cccnc2[nH]1)c3ccccc3,<rdkit.Chem.rdchem.Mol object at 0x00000247EA80A8F0>,241.31900000000002
1001,CHEMBL62136,4.5,OC(c1ccc(cc1)N(CC(F)(F)F)S(=O)(=O)c2ccccc2)(C(F)(F)F)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x00000247EA80A960>,481.336
1002,CHEMBL1087399,2.26,C[C@H](Nc1nc(Nc2ncc(C#N)s2)cc(n1)N3CCOCC3)c4ncc(F)cn4,<rdkit.Chem.rdchem.Mol object at 0x00000247EA80A9D0>,427.4690000000003
1003,CHEMBL640,-0.92,CCN(CC)CCNC(=O)c1ccc(N)cc1,<rdkit.Chem.rdchem.Mol object at 0x00000247EA80AA40>,235.33100000000002
1004,CHEMBL373339,1.74,CC(C)Oc1cc(OCCc2ccsc2)cc(c1)C(=O)Nc3ccc(cn3)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x00000247EA80AAB0>,426.49400000000014
1005,CHEMBL1995326,2.63,O=C(Nc1ccc(Nc2ccc(NC(=O)c3ccccc3)c4C(=O)c5ccccc5C(=O)c24)c6C(=O)c7ccccc7C(=O)c16)c8ccccc8,<rdkit.Chem.rdchem.Mol object at 0x00000247EA80AB20>,667.6770000000002
1006,CHEMBL184347,3.49,COc1ccc(cc1OC)C(=O)Nc2cc(NC(=O)c3cccc(c3)N(C)C)ccc2Br,<rdkit.Chem.rdchem.Mol object at 0x00000247EA80AB90>,498.3770000000002
1007,CHEMBL441225,1.5,COc1ccccc1CN[C@H]2CCCN[C@H]2c3ccccc3,<rdkit.Chem.rdchem.Mol object at 0x00000247EA80AC00>,296.414
1008,CHEMBL1258166,0.07,NC(=O)c1cccc(O[C@@H]2C[C@H]3CC[C@@H](C2)N3CC4CC4)c1,<rdkit.Chem.rdchem.Mol object at 0x00000247EA80AC70>,300.402
1009,CHEMBL113187,2.38,CC(C)C(NC(=O)CN1C(=O)C(=CC=C1c2ccccc2)NC(=O)OCc3cc(C)nc(C)c3)C(=O)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x00000247EA80ACE0>,558.5570000000005
1010,CHEMBL73243,3.41,COCCCNS(=O)(=O)c1ccc(Nc2nccc(n2)c3cnc4ccccn34)cc1,<rdkit.Chem.rdchem.Mol object at 0x00000247EA80AD50>,438.51300000000015
1011,CHEMBL211456,-1.15,CN[C@@H](C)[C@H](O)c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x00000247EA80ADC0>,165.236
1012,CHEMBL2163586,3.75,FC(F)(F)c1cccc2c3CN(CCc3[nH]c12)C(=O)[C@@H]4CCCC[C@H]4C(=O)NC5(CC5)C#N,<rdkit.Chem.rdchem.Mol object at 0x00000247EA80AE30>,458.4840000000003
1013,CHEMBL2031164,0.6,OC(=O)[C@H](Cc1ccc(OCCNc2nc3ccccc3[nH]2)cc1)NC(=O)c4c(Cl)cccc4Cl,<rdkit.Chem.rdchem.Mol object at 0x00000247EA80AEA0>,513.3810000000002
1014,CHEMBL406852,-0.58,COc1nc(N)nc2c1ncn2[C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O,<rdkit.Chem.rdchem.Mol object at 0x00000247EA80AF10>,297.271
1015,CHEMBL1172928,1.69,C[C@@H]1NC(C)(C)CO[C@@]1(O)c2cccc(Cl)c2,<rdkit.Chem.rdchem.Mol object at 0x00000247EA80AF80>,255.745
1016,CHEMBL1951893,2.67,CCN(C1CCN(CCC(N2CCN(CC2)c3ccccc3)c4ccccc4)CC1)C(=O)Cc5ccc(cc5)S(=O)(=O)C,<rdkit.Chem.rdchem.Mol object at 0x00000247EA80AFF0>,602.8450000000004
1017,CHEMBL2164675,-0.1,CN1CCN(CC1)C(=O)[C@@H]2CCCC[C@H]2C(=O)NCC#N,<rdkit.Chem.rdchem.Mol object at 0x00000247EA80B060>,292.38300000000004
1018,CHEMBL2326686,1.33,Fc1ccc(cc1Cl)C2CNCC=CC2,<rdkit.Chem.rdchem.Mol object at 0x00000247EA80B0D0>,225.694
1019,CHEMBL1209655,3.36,Clc1cc(Cl)cc(c1)S(=O)(=O)NCC(N2CCCCCC2)c3ccccc3,<rdkit.Chem.rdchem.Mol object at 0x00000247EA80B140>,427.39700000000033
1020,CHEMBL2325707,1.9,CN1CCC(CC1)(c2cc(nc(n2)c3cccc4[nH]ccc34)N5CCOCC5)S(=O)(=O)C,<rdkit.Chem.rdchem.Mol object at 0x00000247EA80B1B0>,455.58400000000034
1021,CHEMBL188369,3.14,C[C@@H](NC(=O)c1cccnc1Oc2ccccc2)c3ccccc3,<rdkit.Chem.rdchem.Mol object at 0x00000247EA80B220>,318.376
1022,CHEMBL2331749,2.12,CC1=CN([C@H]2CCCN(C2)S(=O)(=O)c3ccc(O)c(Oc4ccc(Cl)cc4)c3)C(=O)NC1=O,<rdkit.Chem.rdchem.Mol object at 0x00000247EA80B290>,491.9530000000002
1023,CHEMBL1951916,1.93,CCN(C1CCN(CC[C@H](C2CCN(CC2)S(=O)(=O)C)c3cc(C)cc(C)c3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C,<rdkit.Chem.rdchem.Mol object at 0x00000247EA80B300>,631.9050000000004
1024,CHEMBL1950854,1.45,CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(CCc2ccc(OC)cc2)C1)C(C)(C)C,<rdkit.Chem.rdchem.Mol object at 0x00000247EA80B370>,432.6090000000002
1025,CHEMBL47406,0.92,COC(=O)COc1ccc(O)cc1,<rdkit.Chem.rdchem.Mol object at 0x00000247EA80B3E0>,182.175
1026,CHEMBL403963,-0.4,C(=C\c1nn[nH]n1)/c2ccccc2,<rdkit.Chem.rdchem.Mol object at 0x00000247EA80B450>,172.191
1027,CHEMBL669,2.83,CN(C)CCC=C1c2ccccc2C=Cc3ccccc13,<rdkit.Chem.rdchem.Mol object at 0x00000247EA80B4C0>,275.39500000000004
1028,CHEMBL109244,1.26,Oc1ccc(CCNCCCCCCNC(=O)Nc2ccccc2)c3sc(O)nc13,<rdkit.Chem.rdchem.Mol object at 0x00000247EA80B530>,428.5580000000001
1029,CHEMBL345937,-1.1,CC1SC2=C(C(=O)O)C(=O)c3cc(F)c(cc3N12)N4CCNCC4,<rdkit.Chem.rdchem.Mol object at 0x00000247EA80B5A0>,349.3870000000001
1030,CHEMBL2171040,0.89,COc1ccccc1S(=O)(=O)NC(=O)N2CCC(CC2)N3CCC(CC3)Oc4ccc(Cl)c(Cl)c4,<rdkit.Chem.rdchem.Mol object at 0x00000247EA80B610>,542.4850000000004
1031,CHEMBL2104888,2.8,O[C@H]([C@H](Cc1ccccc1)NC(=O)c2cc3cc(Cl)ccc3[nH]2)C(=O)N4C[C@@H](O)[C@@H](O)C4,<rdkit.Chem.rdchem.Mol object at 0x00000247EA80B680>,457.91400000000016
1032,CHEMBL1077827,1.4,CCOc1ccc(cc1)N2C(=O)c3cccnc3N=C2[C@@H](C)N(CC4CCN(C)CC4)C(=O)Cc5ccc(F)c(c5)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x00000247EA80B6F0>,625.6670000000005
1033,CHEMBL300982,3.07,CC1(C)Cc2c(c3ccccc3)c(c(CC(=O)O)n2C1)c4ccc(Cl)cc4,<rdkit.Chem.rdchem.Mol object at 0x00000247EA80B760>,379.88700000000006
1034,CHEMBL219098,2.87,CC(C)CN1C(=O)N(C)C(=O)c2c1sc(Oc3cccc4ccccc34)c2C(=O)N5CC[C@@H](O)C5,<rdkit.Chem.rdchem.Mol object at 0x00000247EA80B7D0>,493.58500000000026
1035,CHEMBL1824606,3.85,Fc1ccccc1COc2cc(OCCCN3CCCC3)ccc2C(=O)Nc4ccccc4,<rdkit.Chem.rdchem.Mol object at 0x00000247EA80B840>,448.5380000000002
1036,CHEMBL1218,2.57,CCC(=O)NCC[C@@H]1CCc2ccc3OCCc3c12,<rdkit.Chem.rdchem.Mol object at 0x00000247EA80B8B0>,259.34899999999993
1037,CHEMBL121,2.5,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c3ccccn3,<rdkit.Chem.rdchem.Mol object at 0x00000247EA80B920>,357.435
1038,CHEMBL193200,2.54,Oc1ccc(CC(=O)c2ccc(O)cc2O)cc1,<rdkit.Chem.rdchem.Mol object at 0x00000247EA80B990>,244.24600000000004
1039,CHEMBL1433131,2.66,Clc1cccc(Cl)c1c2nnc3cccc(Cl)n23,<rdkit.Chem.rdchem.Mol object at 0x00000247EA80BA00>,298.56
1040,CHEMBL72,1.24,CNCCCN1c2ccccc2CCc3ccccc13,<rdkit.Chem.rdchem.Mol object at 0x00000247EA80BA70>,266.388
1041,CHEMBL2179269,-0.3,C[C@@H](N1CCC[C@@H](C1)N2C=C(C)C(=O)NC2=O)c3ccc(C(=O)O)c(Oc4cccc(Cl)c4)c3,<rdkit.Chem.rdchem.Mol object at 0x00000247EA80BAE0>,483.9520000000002
1042,CHEMBL1945033,-0.07,O[C@@H](CNCCc1cccc(CNCCc2ccccn2)c1)c3ccc(O)c4NC(=O)Sc34,<rdkit.Chem.rdchem.Mol object at 0x00000247EA80BB50>,464.5910000000001
1043,CHEMBL147405,1.6,CC(=O)NC[C@H]1CN(C(=O)O1)c2ccc(c(F)c2)n3ccc(c3)C#N,<rdkit.Chem.rdchem.Mol object at 0x00000247EA80BBC0>,342.33000000000004
1044,CHEMBL2325713,2.6,CS(=O)(=O)C1(CC1)c2cc(nc(n2)c3ccccc3)N4CCOCC4,<rdkit.Chem.rdchem.Mol object at 0x00000247EA80BC30>,359.45100000000025
1045,CHEMBL2164746,0.39,COc1ccc2N=CC(=O)N(CCN3CC[C@H](NCc4ccc5OCC(=O)Nc5n4)[C@H](O)C3)c2c1,<rdkit.Chem.rdchem.Mol object at 0x00000247EA80BCA0>,480.52500000000026
1046,CHEMBL1523918,1.14,Clc1ccc(cc1)S(=O)(=O)Nc2nnc(s2)c3ccccc3,<rdkit.Chem.rdchem.Mol object at 0x00000247EA80BD10>,351.84000000000003
1047,CHEMBL1529080,1.3,CN1SC(=O)c2cc(ccc12)S(=O)(=O)NC3CC3,<rdkit.Chem.rdchem.Mol object at 0x00000247EA80BD80>,284.3620000000001
1048,CHEMBL291666,3.1,COc1ccc(cc1OC)c2cc(NC(=O)Cc3ccc4ccccc4c3)[nH]n2,<rdkit.Chem.rdchem.Mol object at 0x00000247EA80BDF0>,387.439
1049,CHEMBL2010849,1.8,CN([C@@H]1CCN(Cc2ccc(nc2)C(F)(F)F)C[C@@H]1F)C(=O)Cc3ccc(cc3)n4cnnn4,<rdkit.Chem.rdchem.Mol object at 0x00000247EA80BE60>,477.4660000000002
1050,CHEMBL611,0.9,COc1cc2nc(nc(N)c2cc1OC)N3CCN(CC3)C(=O)C4CCCO4,<rdkit.Chem.rdchem.Mol object at 0x00000247EA80BED0>,387.4400000000002
1051,CHEMBL2086692,2.6,C[C@@H]1CN(CCN1c2ncc(OCc3ccncc3C#N)cn2)c4noc(C)n4,<rdkit.Chem.rdchem.Mol object at 0x00000247EA80BF40>,392.4230000000002
1052,CHEMBL81642,2.2,COc1cc(ccc1Cn2ccc3ccc(NC(=O)OC4CCCC4)cc23)C(=O)NS(=O)(=O)c5ccccc5,<rdkit.Chem.rdchem.Mol object at 0x00000247EA80C040>,547.6330000000004
1053,CHEMBL167059,2.1,CCCc1c(O)c(ccc1OCc2ccc(cc2)C(=O)O)C(=O)C,<rdkit.Chem.rdchem.Mol object at 0x00000247EA80C0B0>,328.36400000000003
1054,CHEMBL1329874,2.88,Clc1ccc(c(Cl)c1)c2nnc3cccc(Cl)n23,<rdkit.Chem.rdchem.Mol object at 0x00000247EA80C120>,298.56
1055,CHEMBL485618,2.44,CCn1c(C)ncc1c2ccnc(Nc3ccc(cc3)S(=O)(=O)NCCOC)n2,<rdkit.Chem.rdchem.Mol object at 0x00000247EA80C190>,416.5070000000002
1056,CHEMBL98345,0.75,ONC(=O)c1ccc(NS(=O)(=O)c2ccccc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x00000247EA80C200>,292.316
1057,CHEMBL1088,1.6,CN1CCCCC1CCN2c3ccccc3Sc4ccc(cc24)[S+](C)[O-],<rdkit.Chem.rdchem.Mol object at 0x00000247EA80C270>,386.5860000000001
1058,CHEMBL168484,0.44,Nc1ccnc(n1)c2cccnc2,<rdkit.Chem.rdchem.Mol object at 0x00000247EA80C2E0>,172.19100000000003
1059,CHEMBL2178935,2.7,Cc1nc(C)c(nc1C(=O)N)c2ccc(cc2)[C@@H]3CC[C@@H](CC(=O)N)CC3,<rdkit.Chem.rdchem.Mol object at 0x00000247EA80C350>,366.4650000000002
1060,CHEMBL1184126,1.9,Oc1c2C(=O)N(NC(=O)c2nc3cc(Cl)ccc13)C(C4CCCC4)c5ccccn5,<rdkit.Chem.rdchem.Mol object at 0x00000247EA80C3C0>,422.87200000000024
1061,CHEMBL526098,2.42,Cc1cccc(NS(=O)(=O)c2ccc(cc2)c3ccc(cc3)C#N)n1,<rdkit.Chem.rdchem.Mol object at 0x00000247EA80C430>,349.4150000000001
1062,CHEMBL601719,2.33,C[C@@H](Oc1cc(cnc1N)c2cnn(c2)C3CCNCC3)c4c(Cl)ccc(F)c4Cl,<rdkit.Chem.rdchem.Mol object at 0x00000247EA80C4A0>,450.34500000000014
1063,CHEMBL1784340,0.9,Cc1onc(C)c1CCC2CCN(CC2)S(=O)(=O)CC3(CCOCC3)N(O)C=O,<rdkit.Chem.rdchem.Mol object at 0x00000247EA80C510>,429.53900000000027
1064,CHEMBL130590,4.28,Cc1ccccc1C(=O)NCC23CC4CC(CC(C4)C2)C3,<rdkit.Chem.rdchem.Mol object at 0x00000247EA80C580>,283.415
1065,CHEMBL1946616,1.98,CN1CCN(CC1)C(=O)c2ccc(cc2)C(=C3CCN(Cc4cscn4)CC3)c5cccc6cccnc56,<rdkit.Chem.rdchem.Mol object at 0x00000247EA80C5F0>,523.7060000000002
1066,CHEMBL588001,0.79,CC1(C)N=C(N)N=C(N)N1c2ccc(Oc3ccc(Cl)cc3)c(Cl)c2,<rdkit.Chem.rdchem.Mol object at 0x00000247EA80C660>,378.26300000000015
1067,CHEMBL1459983,3.7,COc1ccc(cc1)n2cnc3cc(NS(=O)(=O)c4ccccc4)ccc23,<rdkit.Chem.rdchem.Mol object at 0x00000247EA80C6D0>,379.4410000000001
1068,CHEMBL2158831,2.48,OC(=O)c1ccccc1CN2CCC(CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4)CC2,<rdkit.Chem.rdchem.Mol object at 0x00000247EA80C740>,477.43200000000024
1069,CHEMBL2348651,3.2,CNc1nc(C)c(s1)c2nc(Nc3cccc(c3)N4CCCN(CC4)C(=O)C)ncc2C#N,<rdkit.Chem.rdchem.Mol object at 0x00000247EA80C7B0>,462.58300000000037
1070,CHEMBL1092926,1.86,Fc1cc(cc(F)c1CN2CCOCC2)c3cccc4ncc(nc34)c5cnn(c5)C6CCNCC6,<rdkit.Chem.rdchem.Mol object at 0x00000247EA80C820>,490.5580000000002
1071,CHEMBL1829254,0.01,CCC(N(CCCN)C(=O)c1ccc(C)cc1)C2=Nc3ccsc3C(=O)N2Cc4cccnc4,<rdkit.Chem.rdchem.Mol object at 0x00000247EA80C890>,475.6180000000002
1072,CHEMBL24850,0.4,OC(=O)c1cc2cc(OCc3ccccc3)ccc2[nH]1,<rdkit.Chem.rdchem.Mol object at 0x00000247EA80C900>,267.284
1073,CHEMBL2171023,1.73,OC(=O)c1ccccc1C(=O)N2CCC(CC2)N3CCC(CC3)Oc4ccc(Cl)c(Cl)c4,<rdkit.Chem.rdchem.Mol object at 0x00000247EA80C970>,477.38800000000026
1074,CHEMBL2059867,2.97,Cc1ccc(cc1NC(=O)c2ccc(OCc3ccccn3)cc2)c4c[nH]c(C)n4,<rdkit.Chem.rdchem.Mol object at 0x00000247EA80C9E0>,398.46600000000007
1075,CHEMBL1299863,3.78,CCc1c(C)nc(SCC(=O)Nc2nc(cs2)c3ccc(OC)cc3)nc1O,<rdkit.Chem.rdchem.Mol object at 0x00000247EA80CA50>,416.52800000000013
1076,CHEMBL2165054,0.63,CO[C@H]1CN(CCN2C(=O)C=Cc3ccc(cc23)C#N)CC[C@H]1NCc4cc5OCCOc5cn4,<rdkit.Chem.rdchem.Mol object at 0x00000247EA80CAC0>,475.5490000000004
1077,CHEMBL2017974,2.7,Nc1cc(c(cn1)c2cc(nc(n2)N3CCOCC3)N4CCOCC4)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x00000247EA80CB30>,410.40000000000015
1078,CHEMBL2058529,3.22,OC(=O)CCc1ccc(OCc2cc(Cl)ccc2c3ccccc3)cc1,<rdkit.Chem.rdchem.Mol object at 0x00000247EA80CBA0>,366.84400000000005
1079,CHEMBL612012,0.8,COc1ccc2CC3C4C=CC(O)C5Oc1c2C45CCN3C,<rdkit.Chem.rdchem.Mol object at 0x00000247EA80CC10>,299.37000000000006
1080,CHEMBL488238,3.19,CNC(=O)c1cc(sc1NC(=O)N)c2ccccc2,<rdkit.Chem.rdchem.Mol object at 0x00000247EA80CC80>,275.33299999999997
1081,CHEMBL421236,3.6,C[C@H](NC(=O)Cc1cc(F)cc(F)c1)C(=O)NC2C(=O)N(C)c3ccccc3c4ccccc24,<rdkit.Chem.rdchem.Mol object at 0x00000247EA80CCF0>,463.4840000000002
1082,CHEMBL1645135,1.47,C[C@H](NC(=O)c1cccc2CCN(Cc3ccc(Cl)cc3)c12)c4ccc(cc4)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x00000247EA80CD60>,434.92300000000006
1083,CHEMBL1813048,4.4,CC(=O)Nc1cccc(Nc2ncnc(n2)N3CCC(CC3)OCc4ccc(OC(F)(F)F)cc4)c1C,<rdkit.Chem.rdchem.Mol object at 0x00000247EA80CDD0>,516.5240000000002
